doc_id,title,date,page_url,url,source
mp204220d20cantium2027-apr-25,04-27-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-08/MP%2042%20D%20Cantium%2027-Apr-25.pdf,bsee
gi204720ap20gom20shelf2025-apr-2025,04-25-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-08/GI%2047%20AP%20GOM%20Shelf%2025-APR-2025.pdf,bsee
wd209020apache202021-apr-2025,04-21-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-12/WD%2090%20Apache%20%2021-APR-2025.pdf,bsee
mc2058220a20murphy2016-apr-2025,04-16-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-06/MC%20582%20A%20Murphy%2016-APR-2025.pdf,bsee
mc2030020murphy2028-mar-2025,03-28-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-09/MC%20300%20Murphy%2028-Mar-2025.pdf,bsee
ei2030720guardian2017_mar_2025,03-17-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-06/EI%20307%20Guardian%2017_MAR_2025.pdf,bsee
ss208020w26t2007-mar-2025,03-07-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-09/SS%2080%20W%26T%2007-Mar-2025.pdf,bsee
mc2080920shell2023-feb-2025_0,02-23-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-05/MC%20809%20Shell%2023-Feb-2025_0.pdf,bsee
gc2043220murphy2017-feb-2025,02-17-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-06/GC%20432%20Murphy%2017-Feb-2025.pdf,bsee
mc2047420bp2008-feb-2025,02-08-2025,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-06/MC%20474%20BP%2008-FEB-2025.pdf,bsee
gc205842025-dec-202420signed20201020redacted,12-25-2024,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-03/GC%20584%2025-Dec-2024%20signed%202010%20redacted.pdf,bsee
vk2098920a20talos2002-dec-2024,12-02-2024,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-07/VK%20989%20A%20Talos%2002-Dec-2024.pdf,bsee
vk209152020anadarko20petroleum202024-nov-2024,11-24-2024,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-03/VK%20915%20%20Anadarko%20Petroleum%20%2024-Nov-2024.pdf,bsee
gb2066820anadarko2015-nov-2024,11-15-2024,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-02/GB%20668%20Anadarko%2015-Nov-2024.pdf,bsee
10-nov-2024_gc432_murphy20ev2010r,11-10-2024,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-03/10-Nov-2024_GC432_Murphy%20EV2010R.pdf,bsee
ac2033720llog2012-oct-2024,10-12-2024,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-02/AC%20337%20LLOG%2012-OCT-2024.pdf,bsee
ac2085720shell2003-oct-2024,10-03-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-12/AC%20857%20Shell%2003-Oct-2024.pdf,bsee
ac2033720llog2027-sep-2024,09-27-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-12/AC%20337%20LLOG%2027-SEP-2024.pdf,bsee
sm160_talos_21-sep-2024_ev2010r,09-21-2024,2025-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2025-02/SM160_Talos_21-SEP-2024_EV2010R.pdf,bsee
vr20170a20gulf20offshore2011-aug-2024,08-11-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-12/VR%20170A%20Gulf%20Offshore%2011-AUG-2024.pdf,bsee
20-july-2024_ss20224d_talos20ev2010r,07-20-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-12/20-July-2024_SS%20224D_Talos%20EV2010R.pdf,bsee
11-jul-2024_hia5_mantaray_ev2010r2028129_0,07-11-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-09/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.pdf,bsee
08-july-2024_st2023cc_cantium20ev2010r,07-08-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-12/08-July-2024_ST%2023CC_Cantium%20EV2010R.pdf,bsee
mc2072720kosmos20energy2005-jun-2024,06-05-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-12/MC%20727%20Kosmos%20Energy%2005-Jun-2024.pdf,bsee
31-may-202420-20gc5220-mc20offshore20ev2010r,05-31-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-08/31-May-2024%20-%20GC52%20-MC%20Offshore%20EV2010R.pdf,bsee
02-may-2024_gc20478_murphy20ev2010r,05-02-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-12/02-May-2024_GC%20478_Murphy%20EV2010R.pdf,bsee
22-apr-2024_gc20389_20murphy20ev2010r,04-24-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-08/22-Apr-2024_GC%20389_%20Murphy%20EV2010R.pdf,bsee
vr20369-a20renaissance2004-apr-2024,04-04-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-07/VR%20369-A%20Renaissance%2004-Apr-2024.pdf,bsee
28-mar-2024_wr2051_boe_ev2010r,03-28-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-05/28-MAR-2024_WR%2051_BOE_EV2010R.pdf,bsee
gb-506_talos_20-mar-2024_ev2010r,03-20-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-07/GB-506_Talos_20-MAR-2024_EV2010R.pdf,bsee
mc2060720chevron2019-mar-24,03-19-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-12/MC%20607%20Chevron%2019-MAR-24.pdf,bsee
13-mar-2024_ss189_wog_ev2010,03-13-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-05/13-MAR-2024_SS189_WOG_EV2010.pdf,bsee
07-mar-2024_kc20785_llog_ev2010r2028129,03-07-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-07/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.pdf,bsee
mc2039120shell2005-mar-2024,03-05-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-12/MC%20391%20Shell%2005-MAR-2024.pdf,bsee
sm130_talos_25-feb-2024_ev2010r,02-25-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-11/SM130_Talos_25-FEB-2024_EV2010R.pdf,bsee
w202620t2020hi20a20379-b20201020report2021-feb-2024,02-21-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-08/W%20%26%20T%20%20HI%20A%20379-B%202010%20Report%2021-Feb-2024.pdf,bsee
1620feb202024_wr202920_chevron_ev2010r,02-16-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-06/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.pdf,bsee
mc2089920shell202013-feb-2024,02-13-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-05/MC%20899%20Shell%20%2013-Feb-2024.pdf,bsee
ga20a20244-jp20williams20oil20gathering2007-feb-2024,02-07-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-07/GA%20A%20244-JP%20Williams%20Oil%20Gathering%2007-Feb-2024.pdf,bsee
st23cc_cantium_29-jan-2024_ev2010r,01-29-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-07/ST23CC_Cantium_29-JAN-2024_EV2010R.pdf,bsee
1820jan202024_gc20478_murphy_20ev2010r,01-18-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-07/18%20Jan%202024_GC%20478_Murphy_%20EV2010R.pdf,bsee
sm20128b_arena_16-jan-2024_ev2010r,01-16-2024,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-08/SM%20128B_Arena_16-JAN-2024_EV2010R.pdf,bsee
mc2054720llog2024-dec-2023,12-24-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC%20547%20LLOG%2024-Dec-2023.pdf,bsee
ac2073520shell2008-dec-2023,12-23-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-02/AC%20735%20Shell%2008-Dec-2023.pdf,bsee
sm20130b_talos_15-dec-2023_ev2010r,12-15-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-08/SM%20130B_Talos_15-DEC-2023_EV2010R.pdf,bsee
mo20916-ap20cox202022-nov-2023,11-22-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-01/MO%20916-AP%20Cox%20%2022-Nov-2023.pdf,bsee
mc2012720anadarko2021-oct-202320redacted,10-21-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC%20127%20Anadarko%2021-Oct-2023%20Redacted.pdf,bsee
ei20259c_cox_13-oct-2023_ev2010r,10-13-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-04/EI%20259C_Cox_13-OCT-2023_EV2010R.pdf,bsee
sp2083-a20arena2021-sept-2023,09-21-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-01/SP%2083-A%20Arena%2021-Sept-2023.pdf,bsee
sp202820whitney202021-sep-2023,09-21-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-01/SP%2028%20Whitney%20%2021-Sep-2023.pdf,bsee
ei20158jb_apache_21-sep-2023,09-21-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-11/EI%20158JB_Apache_21-SEP-2023.pdf,bsee
sm20281c_apahe_09-sep-2023,09-09-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-12/SM%20281C_Apahe_09-SEP-2023.pdf,bsee
ac2085720shell2004-sep-202320,09-04-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-12/AC%20857%20Shell%2004-Sep-2023%20.pdf,bsee
hi20a2037920w26t20offshore2004-sep-2023,09-04-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-12/HI%20A%20379%20W%26T%20Offshore%2004-Sep-2023.pdf,bsee
ei20252i_arena_20-aug-2023,08-20-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-02/EI%20252I_Arena_20-AUG-2023.pdf,bsee
wc203320apache20injury2010-aug-23,08-10-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-11/WC%2033%20Apache%20Injury%2010-AUG-23.pdf,bsee
vk2090020cox202022-jul-23,07-22-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-12/VK%20900%20Cox%20%2022-JUL-23.pdf,bsee
mp2027020walter20oil20and20gas20injury203-jul-20232028129,07-03-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-11/MP%20270%20Walter%20Oil%20and%20Gas%20Injury%203-Jul-2023%20%281%29.pdf,bsee
vr2017020gulf20offshore2003-july-2023,07-03-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-10/VR%20170%20Gulf%20Offshore%2003-July-2023.pdf,bsee
ac2085720shell20fire2021-june-2023,06-21-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-08/AC%20857%20Shell%20Fire%2021-June-2023.pdf,bsee
mc20941-a20equinor2019-june-2023,06-19-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-01/MC%20941-A%20Equinor%2019-June-2023.pdf,bsee
18-jun-2023_chevron_platform20gail_ev2010r,06-18-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-08/18-JUN-2023_Chevron_Platform%20Gail_EV2010R.pdf,bsee
mc2052020bp2007-jun-2023,06-07-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-03/MC%20520%20BP%2007-Jun-2023.pdf,bsee
hi20a2038220apache20crane2002-jun-2023,06-02-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-08/HI%20A%20382%20Apache%20Crane%2002-Jun-2023.pdf,bsee
31-may-2023_gc468_ev2010r-2,05-31-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-08/31-MAY-2023_GC468_EV2010R-2.pdf,bsee
ec207120ecop2025-may-2023,05-25-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-08/EC%2071%20ECOP%2025-MAY-2023.pdf,bsee
sm130b_talos_12-may-2023,05-12-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-12/SM130B_Talos_12-MAY-2023.pdf,bsee
mc20941-a20equinor2010-may-2023,05-10-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-08/MC%20941-A%20Equinor%2010-May-2023.pdf,bsee
gb-216_tranocean_21-apr-2023,04-21-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-08/GB-216_Tranocean_21-APR-2023.pdf,bsee
mc2085420shell2021-mar-2023,03-21-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MC%20854%20Shell%2021-MAR-2023.pdf,bsee
21-mar-2023_wr758_chevron_ev2010r,03-20-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-04/21-MAR-2023_WR758_Chevron_EV2010R.pdf,bsee
mp2031120gom20shelf2012-mar-23,03-12-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MP%20311%20GOM%20Shelf%2012-MAR-23.pdf,bsee
mc2080720a20shell2024-feb-23,02-24-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MC%20807%20A%20Shell%2024-FEB-23.pdf,bsee
18-feb-202320bp20mc2077820pdq,02-18-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-07/18-FEB-2023%20BP%20MC%20778%20PDQ.pdf,bsee
wd207320cox2017-feb-2023,2-17-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-07/WD%2073%20COX%2017-Feb-2023.pdf,bsee
sm201302004feb2320redacted202010,02-04-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-05/SM%20130%2004Feb23%20Redacted%202010.pdf,bsee
ss20224_talos_31-jan-2023,01-31-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-02/SS%20224_Talos_31-JAN-2023.pdf,bsee
wr2051_boe20exploration_7-jan-2023,01-07-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-09/WR%2051_BOE%20Exploration_7-JAN-2023.pdf,bsee
mc20807-b20shell2006-jan-2023,01-06-2023,2024-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC%20807-B%20Shell%2006-Jan-2023.pdf,bsee
201020arena20hi2054720b2005jan_202320redacted,01-05-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-04/2010%20Arena%20HI%20547%20B%2005.JAN_.2023%20Redacted.pdf,bsee
201020shell20ac208572003jan_202320redacted,01-03-2023,2023-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/2023-04/2010%20Shell%20AC%20857%2003.JAN_.2023%20Redacted.pdf,bsee
cox-wd-31-e-19-nov-2022,11-19-2022,2022-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/cox-wd-31-e-19-nov-2022.pdf,bsee
woodside-energy-eb-699-16-nov-2022-redacted,11-16-2022,2022-01-01,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,https://www.bsee.gov/sites/bsee.gov/files/woodside-energy-eb-699-16-nov-2022-redacted.pdf,bsee
