incident_id,control_id,name,side,barrier_role,barrier_type,line_of_defense,lod_basis,linked_threat_ids,linked_consequence_ids,barrier_status,barrier_failed,human_contribution_value,barrier_failed_human,confidence,supporting_text_count,source_agency,provider_bucket,json_path
SP%2062-C%20GOM%20Shelf%20%2003-Nov-2025,C-001,Gas detection system,prevention,detect,engineering,1st,,T-001,,active,False,,False,medium,1,UNKNOWN,incidents,data/structured/incidents/SP%2062-C%20GOM%20Shelf%20%2003-Nov-2025.json
ST%20229%20W%26T%2009-May-2025,C-001,Gas detection system,prevention,detect,engineering,1st,,T-001,,active,False,,False,medium,1,UNKNOWN,incidents,data/structured/incidents/ST%20229%20W%26T%2009-May-2025.json
VK%20915%20Anadarko%2004-May-2025,C-001,Gas detection system,prevention,detect,engineering,1st,,T-001,,active,False,,False,medium,1,UNKNOWN,incidents,data/structured/incidents/VK%20915%20Anadarko%2004-May-2025.json
WD%20152%20Renaissance%2027-Aug-2025,C-001,Gas detection system,prevention,detect,engineering,1st,,T-001,,active,False,,False,medium,1,UNKNOWN,incidents,data/structured/incidents/WD%20152%20Renaissance%2027-Aug-2025.json
WD%2090%20Apache%20%2021-APR-2025,C-001,Gas detection system,prevention,detect,engineering,1st,,T-001,,active,False,,False,medium,1,UNKNOWN,incidents,data/structured/incidents/WD%2090%20Apache%20%2021-APR-2025.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-001,Automatic Overload Protection System (AOPS),prevention,Automatic protection against crane overload,engineering,2nd,Automatic safety system that activates when load exceeds safe working limit,T-004,,degraded,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-002,Winch brake assemblies (4 total),prevention,Primary load holding mechanism,engineering,1st,Primary mechanical system to hold and control crane loads,"T-001,T-002",,failed,True,unknown,False,high,4,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-003,Sprag clutches in brake assemblies,prevention,One-way clutch to prevent reverse rotation,engineering,1st,Mechanical component within primary brake system,T-003,,failed,True,unknown,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-004,5-year crane recertification procedure,prevention,Periodic verification of crane integrity and capacity,administrative,2nd,Scheduled maintenance and testing program,T-005,,degraded,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-005,Permit to Work (PTW),prevention,Authorization and hazard identification for crane operations,administrative,2nd,Pre-task authorization and planning control,"T-004,T-005",,degraded,True,negative,True,medium,2,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-006,Lift Plan,prevention,Detailed planning for safe lifting operations,administrative,2nd,Pre-task planning document,"T-004,T-005",,degraded,True,negative,True,medium,2,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-007,Task Risk Assessment,prevention,Identification and mitigation of task-specific hazards,administrative,2nd,Pre-task hazard identification process,"T-004,T-005",,degraded,True,negative,True,medium,2,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-008,Personnel training on AOPS functionality,prevention,Competence to operate crane safety systems correctly,administrative,1st,Frontline operator knowledge and skill,"T-004,T-005",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-009,Brake overhaul quality control checks,prevention,Verification of brake assembly integrity after maintenance,administrative,2nd,Quality assurance in maintenance process,T-001,,degraded,True,negative,True,high,1,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-010,Hydraulic system pressure relief/test port integrity,mitigation,Containment of hydraulic fluid under pressure,engineering,1st,Primary containment barrier for hydraulic system,,CON-001,failed,True,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-011,Deck announcement and warning system,mitigation,Alert personnel to slip hazard from hydraulic fluid,administrative,2nd,Communication to prevent personnel injury after LOPC,,CON-004,active,False,positive,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-012,Physical barriers (pipe rack barricade),mitigation,Prevent personnel access to contaminated area,engineering,2nd,Physical exclusion to prevent exposure,,CON-004,active,False,positive,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-013,Scupper plugs in drains,mitigation,Contain hydraulic fluid spill to limited area,engineering,2nd,Secondary containment to limit environmental release,,CON-001,active,False,positive,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-014,Emergency response plan and notification,mitigation,Coordinate response and escalate to management,administrative,3rd,Management response and regulatory notification,,"CON-001,CON-002,CON-003",active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
02-May-2024_GC%20478_Murphy%20EV2010R,C-015,Post-incident inspection by multiple parties,mitigation,Assess damage and prevent further escalation,administrative,recovery,Post-event assessment and learning,,CON-002,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/02-May-2024_GC%20478_Murphy%20EV2010R.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-001,Permit to Work Standard Operating Manual for Slip & Cut Drill Line,prevention,Procedural guidance for drill line operations,administrative,1st,Primary procedural control for task execution,T-003,,degraded,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-002,Pre-job task planning and risk assessment,prevention,Identify hazards and plan safe work execution,administrative,1st,Primary planning control before task execution,"T-001,T-003,T-004",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-003,Supervision of drill line operations,prevention,Oversight and verification of safe work practices,administrative,2nd,Secondary oversight of work execution,"T-001,T-003,T-004",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-004,Communication between Derrickman and Driller,prevention,Ensure shared understanding of work plan and hazards,administrative,1st,Primary communication for coordinated operations,"T-001,T-004",,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-005,Management of Change procedures,prevention,Control deviations from standard procedures,administrative,2nd,Secondary control for non-routine operations,"T-002,T-003",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-006,Proper rigging equipment selection and use,prevention,Ensure adequate load securement during lifting,engineering,1st,Primary physical control for load handling,T-001,,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-007,Drop zone exclusion and line of fire management,prevention,Keep personnel clear of suspended load hazards,administrative,1st,Primary control to prevent personnel exposure,T-004,,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-008,Personal Protective Equipment - Hard Hat,mitigation,Reduce severity of head injury from falling objects,ppe,1st,Last line of defense to protect personnel,,CON-001,active,False,unknown,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-009,Onsite medical response and Rig Medic,mitigation,Provide immediate medical care to injured personnel,administrative,recovery,Emergency response to minimize injury severity,,"CON-001,CON-002",active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,C-010,Medical evacuation capability,mitigation,Transport injured personnel to advanced medical care,administrative,recovery,Emergency response for serious injuries,,"CON-001,CON-002",active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-001,Crown-o-matic (COM) safety device,prevention,Automatic stop system to prevent traveling block from striking crown,engineering,1st,Primary automated protection against over-travel,"T-001,T-004",,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-002,Job Safety Analysis (JSA) for pulling out of hole,prevention,Identify hazards and control measures before task execution,administrative,1st,Pre-task hazard identification and planning,T-003,,degraded,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-003,Driller monitoring of traveling block position,prevention,Continuous visual monitoring to prevent over-travel,administrative,2nd,Human backup to automated system,T-001,,failed,True,negative,True,high,4,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-004,Floorhand counting tool joints during POOH,prevention,Independent verification of pipe position and travel distance,administrative,2nd,Secondary human verification,T-001,,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-005,Crew member posted to watch wire rope during COM check,prevention,Dedicated observer to monitor wire rope and COM activation,administrative,2nd,Independent human monitoring,T-004,,not_installed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-006,Rig-specific procedure for checking crown-o-matic,prevention,Standardized step-by-step instructions for COM verification,administrative,1st,Procedural guidance for critical safety system,"T-003,T-004",,not_installed,True,negative,True,high,4,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-007,Weight indicator monitoring,prevention,Real-time indication of overpull condition,engineering,2nd,Secondary indication system,T-001,,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-008,Drawworks emergency stop (clutch disengagement),mitigation,Immediate cessation of upward movement to limit damage,engineering,recovery,Emergency response to stop escalation,,"CON-001,CON-002",active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-009,Crown saver assembly,mitigation,Physical barrier to absorb impact and prevent catastrophic crown block damage,engineering,recovery,Last physical defense to limit consequences,,CON-001,active,False,unknown,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,C-010,Post-incident inspection and well suspension protocol,mitigation,Verification of equipment integrity before resuming operations,administrative,recovery,Post-event safety verification,,CON-003,active,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,C-001,Pre-tour safety meeting with weather briefing,prevention,Communicate hazards and restrictions to personnel,administrative,1st,Frontline communication of hazards before work begins,T-001,,active,False,negative,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/10-Nov-2024_GC432_Murphy%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,C-002,Stern area secured/restricted access,prevention,Physical/administrative restriction to prevent personnel access to hazardous area,administrative,1st,Direct control to prevent exposure to hazard,T-001,,bypassed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/10-Nov-2024_GC432_Murphy%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,C-003,Supervisor direction and work assignment,prevention,Direct personnel to safe work locations and tasks,administrative,1st,Frontline supervision to control work activities,T-001,,bypassed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/10-Nov-2024_GC432_Murphy%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,C-004,Daily crew meeting with task assignments,prevention,Ensure personnel understand their assigned tasks and locations,administrative,1st,Frontline work planning and communication,T-001,,active,False,negative,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/10-Nov-2024_GC432_Murphy%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,C-005,Medic response and stabilization,mitigation,Provide immediate medical care to injured personnel,administrative,recovery,Emergency response to minimize injury severity,,"CON-001,CON-002",active,False,positive,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/10-Nov-2024_GC432_Murphy%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,C-006,Medical evacuation capability,mitigation,Transport injured personnel to advanced medical care,administrative,recovery,Emergency response to provide definitive medical treatment,,CON-002,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/10-Nov-2024_GC432_Murphy%20EV2010R.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,C-001,Winch assist handle removal procedure,prevention,Prevent operation with handle inserted,administrative,1st,Operator action to remove handle before winch operation,T-001,,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,C-002,Safety interlock to prevent winch operation with handle in place,prevention,Physically prevent winch from operating when handle inserted,engineering,2nd,Automatic safety system independent of operator action,T-002,,bypassed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,C-003,Job Safety Analysis (JSA) for winch operations,prevention,Identify hazards and establish safe work procedures,administrative,1st,Pre-task planning and hazard identification,"T-001,T-003",,not_installed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,C-004,Weekly capsule inspection checklist,prevention,Guide inspection activities and verify equipment condition,administrative,1st,Procedural guidance for routine inspection,T-001,,degraded,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,C-005,Personnel positioning during winch operation,prevention,Keep personnel clear of strike zone during equipment operation,administrative,1st,Operator awareness and safe work positioning,T-003,,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,C-006,Equipment operation training,prevention,Ensure personnel competent in safe equipment operation,administrative,1st,Foundational competency development,"T-001,T-003",,degraded,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,C-007,First aid and emergency response,mitigation,Minimize injury severity through immediate medical intervention,administrative,recovery,Post-incident response to limit harm,,"CON-002,CON-003",active,False,positive,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,C-008,Medical evacuation capability,mitigation,Transport injured personnel to advanced medical care,administrative,recovery,Emergency response capability to access definitive care,,"CON-002,CON-003",active,False,positive,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
13-MAR-2024_SS189_WOG_EV2010,C-001,Preventive Maintenance Daily Checklist,prevention,Inspection and verification of lifting equipment condition,administrative,1st,Frontline operational check before use,"T-001,T-002,T-003",,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/13-MAR-2024_SS189_WOG_EV2010.json
13-MAR-2024_SS189_WOG_EV2010,C-002,Cold Work Permit,prevention,Work authorization and hazard identification,administrative,1st,Frontline work planning and authorization,T-003,,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/13-MAR-2024_SS189_WOG_EV2010.json
13-MAR-2024_SS189_WOG_EV2010,C-003,Job Safety Analysis (JSA),prevention,Task-specific hazard identification and control measures,administrative,1st,Frontline task planning and risk assessment,T-003,,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/13-MAR-2024_SS189_WOG_EV2010.json
13-MAR-2024_SS189_WOG_EV2010,C-004,Annual Inspection of Stinger,prevention,Periodic verification of lifting equipment integrity,administrative,2nd,Supervisory/management oversight through scheduled inspections,"T-001,T-002",,degraded,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/13-MAR-2024_SS189_WOG_EV2010.json
13-MAR-2024_SS189_WOG_EV2010,C-005,Crane Operator Pre-Use Inspection,prevention,Visual verification of lifting equipment before operation,administrative,1st,Frontline operator verification,"T-001,T-002,T-003",,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/13-MAR-2024_SS189_WOG_EV2010.json
13-MAR-2024_SS189_WOG_EV2010,C-006,Stinger Design Rating,prevention,Engineering design capacity to handle expected loads,engineering,1st,Inherent design safety factor,T-001,,failed,True,unknown,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/13-MAR-2024_SS189_WOG_EV2010.json
13-MAR-2024_SS189_WOG_EV2010,C-007,Barricading and Access Control,mitigation,Prevent personnel exposure to damaged areas,administrative,recovery,Post-incident emergency response action,,CON-003,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/13-MAR-2024_SS189_WOG_EV2010.json
13-MAR-2024_SS189_WOG_EV2010,C-008,Safety Stand Down,mitigation,Organizational learning and awareness after incident,administrative,recovery,Post-incident organizational response,,"CON-001,CON-002,CON-003",active,False,positive,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/13-MAR-2024_SS189_WOG_EV2010.json
13-MAR-2024_SS189_WOG_EV2010,C-009,Post-Incident Inspection of All Slings and Lifting Gear,mitigation,Identify and remove other degraded equipment from service,administrative,recovery,Post-incident corrective action,,"CON-001,CON-002,CON-003",active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/13-MAR-2024_SS189_WOG_EV2010.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-001,Job Safety Analysis (JSA) for Blind Lift,prevention,Identify caught between hazard and establish safe work practices,administrative,1st,Procedural control to identify hazards before work begins,"T-001,T-003",,failed,True,negative,True,high,5,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-002,Minimum 8-foot Distance from Suspended Load,prevention,Maintain safe separation distance from suspended loads,administrative,1st,Procedural requirement to prevent personnel exposure,T-001,,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-003,Prohibition Against Walking Under or Between Suspended Loads,prevention,Prevent personnel from entering high-risk zones,administrative,1st,Procedural prohibition to eliminate exposure,T-001,,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-004,Taglines and Push-Pull Sticks for Load Control,prevention,Control movement and prevent uncontrolled swing of suspended loads,engineering,1st,Physical control device to manage load movement,T-002,,degraded,True,negative,True,high,4,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-005,Supervisor Oversight of Lifting Operations,prevention,Monitor work execution and ensure compliance with safe work practices,administrative,2nd,Supervisory verification and oversight function,"T-001,T-003",,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-006,Maintaining Visual Contact with Suspended Load,prevention,Maintain situational awareness of load position and movement,administrative,1st,Behavioral requirement for personnel safety,"T-001,T-002",,failed,True,negative,True,high,4,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-007,Rigger Warning Shouts,prevention,Alert personnel to immediate danger,administrative,2nd,Human detection and warning system,"T-001,T-002",,failed,True,positive,False,high,4,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-008,Stop Work Authority (SWA),prevention,Empower personnel to halt operations when unsafe conditions are observed,administrative,2nd,Independent authority to intervene in unsafe operations,"T-001,T-002,T-003",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-009,Impact Zone Management - Sub-Rack Positioning,prevention,Maintain adequate clearance in work area to prevent pinch points,engineering,1st,Physical workspace design and management,"T-001,T-003",,failed,True,negative,True,high,4,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-010,General Permit to Work (PTW) and Start-Work Checklist (SWC),prevention,Authorize and verify readiness for work execution,administrative,1st,Procedural authorization and verification system,"T-001,T-003",,active,False,unknown,False,medium,1,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-011,Designated Flagger for Crane Operations,prevention,Coordinate and direct crane movements safely,administrative,1st,Dedicated communication and coordination role,T-002,,active,False,unknown,False,medium,1,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,C-012,On-site Medic and Emergency Response,mitigation,Provide immediate medical care following injury,administrative,recovery,Emergency response and medical treatment capability,,"CON-001,CON-002",active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
