doc_id,url
gb2066820anadarko2015-nov-2024,https://www.bsee.gov/sites/bsee.gov/files/2025-02/GB%20668%20Anadarko%2015-Nov-2024.pdf
10-nov-2024_gc432_murphy20ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2025-03/10-Nov-2024_GC432_Murphy%20EV2010R.pdf
ac2033720llog2012-oct-2024,https://www.bsee.gov/sites/bsee.gov/files/2025-02/AC%20337%20LLOG%2012-OCT-2024.pdf
ac2085720shell2003-oct-2024,https://www.bsee.gov/sites/bsee.gov/files/2024-12/AC%20857%20Shell%2003-Oct-2024.pdf
ac2033720llog2027-sep-2024,https://www.bsee.gov/sites/bsee.gov/files/2024-12/AC%20337%20LLOG%2027-SEP-2024.pdf
sm160_talos_21-sep-2024_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2025-02/SM160_Talos_21-SEP-2024_EV2010R.pdf
vr20170a20gulf20offshore2011-aug-2024,https://www.bsee.gov/sites/bsee.gov/files/2024-12/VR%20170A%20Gulf%20Offshore%2011-AUG-2024.pdf
20-july-2024_ss20224d_talos20ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-12/20-July-2024_SS%20224D_Talos%20EV2010R.pdf
11-jul-2024_hia5_mantaray_ev2010r2028129_0,https://www.bsee.gov/sites/bsee.gov/files/2024-09/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.pdf
08-july-2024_st2023cc_cantium20ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-12/08-July-2024_ST%2023CC_Cantium%20EV2010R.pdf
mc2072720kosmos20energy2005-jun-2024,https://www.bsee.gov/sites/bsee.gov/files/2024-12/MC%20727%20Kosmos%20Energy%2005-Jun-2024.pdf
31-may-202420-20gc5220-mc20offshore20ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-08/31-May-2024%20-%20GC52%20-MC%20Offshore%20EV2010R.pdf
02-may-2024_gc20478_murphy20ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-12/02-May-2024_GC%20478_Murphy%20EV2010R.pdf
22-apr-2024_gc20389_20murphy20ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-08/22-Apr-2024_GC%20389_%20Murphy%20EV2010R.pdf
vr20369-a20renaissance2004-apr-2024,https://www.bsee.gov/sites/bsee.gov/files/2024-07/VR%20369-A%20Renaissance%2004-Apr-2024.pdf
28-mar-2024_wr2051_boe_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-05/28-MAR-2024_WR%2051_BOE_EV2010R.pdf
gb-506_talos_20-mar-2024_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-07/GB-506_Talos_20-MAR-2024_EV2010R.pdf
mc2060720chevron2019-mar-24,https://www.bsee.gov/sites/bsee.gov/files/2024-12/MC%20607%20Chevron%2019-MAR-24.pdf
13-mar-2024_ss189_wog_ev2010,https://www.bsee.gov/sites/bsee.gov/files/2024-05/13-MAR-2024_SS189_WOG_EV2010.pdf
07-mar-2024_kc20785_llog_ev2010r2028129,https://www.bsee.gov/sites/bsee.gov/files/2024-07/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.pdf
mc2039120shell2005-mar-2024,https://www.bsee.gov/sites/bsee.gov/files/2024-12/MC%20391%20Shell%2005-MAR-2024.pdf
sm130_talos_25-feb-2024_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-11/SM130_Talos_25-FEB-2024_EV2010R.pdf
w202620t2020hi20a20379-b20201020report2021-feb-2024,https://www.bsee.gov/sites/bsee.gov/files/2024-08/W%20%26%20T%20%20HI%20A%20379-B%202010%20Report%2021-Feb-2024.pdf
1620feb202024_wr202920_chevron_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-06/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.pdf
mc2089920shell202013-feb-2024,https://www.bsee.gov/sites/bsee.gov/files/2024-05/MC%20899%20Shell%20%2013-Feb-2024.pdf
ga20a20244-jp20williams20oil20gathering2007-feb-2024,https://www.bsee.gov/sites/bsee.gov/files/2024-07/GA%20A%20244-JP%20Williams%20Oil%20Gathering%2007-Feb-2024.pdf
st23cc_cantium_29-jan-2024_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-07/ST23CC_Cantium_29-JAN-2024_EV2010R.pdf
1820jan202024_gc20478_murphy_20ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-07/18%20Jan%202024_GC%20478_Murphy_%20EV2010R.pdf
sm20128b_arena_16-jan-2024_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-08/SM%20128B_Arena_16-JAN-2024_EV2010R.pdf
mc2054720llog2024-dec-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC%20547%20LLOG%2024-Dec-2023.pdf
ac2073520shell2008-dec-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-02/AC%20735%20Shell%2008-Dec-2023.pdf
sm20130b_talos_15-dec-2023_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-08/SM%20130B_Talos_15-DEC-2023_EV2010R.pdf
mo20916-ap20cox202022-nov-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-01/MO%20916-AP%20Cox%20%2022-Nov-2023.pdf
mc2012720anadarko2021-oct-202320redacted,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC%20127%20Anadarko%2021-Oct-2023%20Redacted.pdf
ei20259c_cox_13-oct-2023_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-04/EI%20259C_Cox_13-OCT-2023_EV2010R.pdf
sp2083-a20arena2021-sept-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-01/SP%2083-A%20Arena%2021-Sept-2023.pdf
sp202820whitney202021-sep-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-01/SP%2028%20Whitney%20%2021-Sep-2023.pdf
ei20158jb_apache_21-sep-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-11/EI%20158JB_Apache_21-SEP-2023.pdf
sm20281c_apahe_09-sep-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-12/SM%20281C_Apahe_09-SEP-2023.pdf
ac2085720shell2004-sep-202320,https://www.bsee.gov/sites/bsee.gov/files/2023-12/AC%20857%20Shell%2004-Sep-2023%20.pdf
hi20a2037920w26t20offshore2004-sep-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-12/HI%20A%20379%20W%26T%20Offshore%2004-Sep-2023.pdf
ei20252i_arena_20-aug-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-02/EI%20252I_Arena_20-AUG-2023.pdf
wc203320apache20injury2010-aug-23,https://www.bsee.gov/sites/bsee.gov/files/2023-11/WC%2033%20Apache%20Injury%2010-AUG-23.pdf
vk2090020cox202022-jul-23,https://www.bsee.gov/sites/bsee.gov/files/2023-12/VK%20900%20Cox%20%2022-JUL-23.pdf
mp2027020walter20oil20and20gas20injury203-jul-20232028129,https://www.bsee.gov/sites/bsee.gov/files/2023-11/MP%20270%20Walter%20Oil%20and%20Gas%20Injury%203-Jul-2023%20%281%29.pdf
vr2017020gulf20offshore2003-july-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-10/VR%20170%20Gulf%20Offshore%2003-July-2023.pdf
ac2085720shell20fire2021-june-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-08/AC%20857%20Shell%20Fire%2021-June-2023.pdf
mc20941-a20equinor2019-june-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-01/MC%20941-A%20Equinor%2019-June-2023.pdf
18-jun-2023_chevron_platform20gail_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-08/18-JUN-2023_Chevron_Platform%20Gail_EV2010R.pdf
mc2052020bp2007-jun-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-03/MC%20520%20BP%2007-Jun-2023.pdf
hi20a2038220apache20crane2002-jun-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-08/HI%20A%20382%20Apache%20Crane%2002-Jun-2023.pdf
31-may-2023_gc468_ev2010r-2,https://www.bsee.gov/sites/bsee.gov/files/2024-08/31-MAY-2023_GC468_EV2010R-2.pdf
ec207120ecop2025-may-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-08/EC%2071%20ECOP%2025-MAY-2023.pdf
sm130b_talos_12-may-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-12/SM130B_Talos_12-MAY-2023.pdf
mc20941-a20equinor2010-may-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-08/MC%20941-A%20Equinor%2010-May-2023.pdf
gb-216_tranocean_21-apr-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-08/GB-216_Tranocean_21-APR-2023.pdf
mc2085420shell2021-mar-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MC%20854%20Shell%2021-MAR-2023.pdf
21-mar-2023_wr758_chevron_ev2010r,https://www.bsee.gov/sites/bsee.gov/files/2024-04/21-MAR-2023_WR758_Chevron_EV2010R.pdf
mp2031120gom20shelf2012-mar-23,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MP%20311%20GOM%20Shelf%2012-MAR-23.pdf
mc2080720a20shell2024-feb-23,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MC%20807%20A%20Shell%2024-FEB-23.pdf
18-feb-202320bp20mc2077820pdq,https://www.bsee.gov/sites/bsee.gov/files/2023-07/18-FEB-2023%20BP%20MC%20778%20PDQ.pdf
wd207320cox2017-feb-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-07/WD%2073%20COX%2017-Feb-2023.pdf
sm201302004feb2320redacted202010,https://www.bsee.gov/sites/bsee.gov/files/2023-05/SM%20130%2004Feb23%20Redacted%202010.pdf
ss20224_talos_31-jan-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-02/SS%20224_Talos_31-JAN-2023.pdf
wr2051_boe20exploration_7-jan-2023,https://www.bsee.gov/sites/bsee.gov/files/2023-09/WR%2051_BOE%20Exploration_7-JAN-2023.pdf
mc20807-b20shell2006-jan-2023,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC%20807-B%20Shell%2006-Jan-2023.pdf
201020arena20hi2054720b2005jan_202320redacted,https://www.bsee.gov/sites/bsee.gov/files/2023-04/2010%20Arena%20HI%20547%20B%2005.JAN_.2023%20Redacted.pdf
201020shell20ac208572003jan_202320redacted,https://www.bsee.gov/sites/bsee.gov/files/2023-04/2010%20Shell%20AC%20857%2003.JAN_.2023%20Redacted.pdf
cox-wd-31-e-19-nov-2022,https://www.bsee.gov/sites/bsee.gov/files/cox-wd-31-e-19-nov-2022.pdf
woodside-energy-eb-699-16-nov-2022-redacted,https://www.bsee.gov/sites/bsee.gov/files/woodside-energy-eb-699-16-nov-2022-redacted.pdf
sm20130a_talos_14-nov-2022,https://www.bsee.gov/sites/bsee.gov/files/2023-05/SM%20130A_Talos_14-NOV-2022.pdf
cantium20mp204220d2008-nov-22,https://www.bsee.gov/sites/bsee.gov/files/2023-04/Cantium%20MP%2042%20D%2008-NOV-22.pdf
cox-hi-472-a-21-oct-2022,https://www.bsee.gov/sites/bsee.gov/files/cox-hi-472-a-21-oct-2022.pdf
gc20205_chevron_13-sep-2022,https://www.bsee.gov/sites/bsee.gov/files/2023-06/GC%20205_Chevron_13-SEP-2022.pdf
eb-602-anadarko-10-sep-2022,https://www.bsee.gov/sites/bsee.gov/files/eb-602-anadarko-10-sep-2022.pdf
sm-192-arena-offshores-07-sep-2022,https://www.bsee.gov/sites/bsee.gov/files/reports//sm-192-arena-offshores-07-sep-2022.pdf
shell-mc-809-a-20-aug-2022,https://www.bsee.gov/sites/bsee.gov/files/shell-mc-809-a-20-aug-2022.pdf
sm237-177-cox-operating-02-aug-2022,https://www.bsee.gov/sites/bsee.gov/files/sm237-177-cox-operating-02-aug-2022.pdf
cox-operating-wd-74-f-29-july-2022,https://www.bsee.gov/sites/bsee.gov/files/reports//cox-operating-wd-74-f-29-july-2022.pdf
noble-gc-478-22-jul-2022,https://www.bsee.gov/sites/bsee.gov/files/noble-gc-478-22-jul-2022.pdf
murphy-exploration-mc-582-a-13-july-2022,https://www.bsee.gov/sites/bsee.gov/files/reports//murphy-exploration-mc-582-a-13-july-2022.pdf
panther-operating-company-mp-268-p-30-june-2022,https://www.bsee.gov/sites/bsee.gov/files/reports//panther-operating-company-mp-268-p-30-june-2022.pdf
gc-645-27jun22,https://www.bsee.gov/sites/bsee.gov/files/gc-645-27jun22.pdf
hi-110-wt-offshore-27-jun-2022,https://www.bsee.gov/sites/bsee.gov/files/hi-110-wt-offshore-27-jun-2022.pdf
vr-369-24jun22-redacted,https://www.bsee.gov/sites/bsee.gov/files/vr-369-24jun22-redacted.pdf
destin-pipeline-mp-260-p-24-june-2022,https://www.bsee.gov/sites/bsee.gov/files/destin-pipeline-mp-260-p-24-june-2022.pdf
cox-wd-73-c-19-june-2022,https://www.bsee.gov/sites/bsee.gov/files/cox-wd-73-c-19-june-2022.pdf
bp-mc-778-a-8-june-2022,https://www.bsee.gov/sites/bsee.gov/files/bp-mc-778-a-8-june-2022.pdf
bp-mc-778-a-6-june-2022,https://www.bsee.gov/sites/bsee.gov/files/bp-mc-778-a-6-june-2022.pdf
hi_582_cox_operating_26-may-2022,https://www.bsee.gov/sites/bsee.gov/files/hi_582_cox_operating_26-may-2022.pdf
gb-216-hess-corporation-19-may-2022,https://www.bsee.gov/sites/bsee.gov/files/gb-216-hess-corporation-19-may-2022.pdf
cox-wd-74-f-13-may-2022,https://www.bsee.gov/sites/bsee.gov/files/cox-wd-74-f-13-may-2022.pdf
shell-mc-940-8-may-2022,https://www.bsee.gov/sites/bsee.gov/files/shell-mc-940-8-may-2022.pdf
ss-193-fieldwood-07-may-2022,https://www.bsee.gov/sites/bsee.gov/files/ss-193-fieldwood-07-may-2022.pdf
gb-426_shell_offshore_14-apr-2022,https://www.bsee.gov/sites/bsee.gov/files/gb-426_shell_offshore_14-apr-2022.pdf
cox-wd-109-cox-a-06-apr-2022,https://www.bsee.gov/sites/bsee.gov/files/cox-wd-109-cox-a-06-apr-2022.pdf
ac-815-shell-01-apr-2022,https://www.bsee.gov/sites/bsee.gov/files/ac-815-shell-01-apr-2022.pdf
ss-300-wt-offshore-28-mar-2022-redacted,https://www.bsee.gov/sites/bsee.gov/files/ss-300-wt-offshore-28-mar-2022-redacted.pdf
ac_815_shell_18-mar-2022,https://www.bsee.gov/sites/bsee.gov/files/ac_815_shell_18-mar-2022.pdf
ew_873_enven_03-mar-2022,https://www.bsee.gov/sites/bsee.gov/files/ew_873_enven_03-mar-2022.pdf
cox-wd-73-c-25-feb-2022-ca-review,https://www.bsee.gov/sites/bsee.gov/files/cox-wd-73-c-25-feb-2022-ca-review.pdf
wr-315-21feb22-redacted-2010,https://www.bsee.gov/sites/bsee.gov/files/panel-investigation/wr-315-21feb22-redacted-2010.pdf
cox-mp-73-a-30-jan-2022,https://www.bsee.gov/sites/bsee.gov/files/cox-mp-73-a-30-jan-2022.pdf
cox-mp-73-cf-27-jan-2022,https://www.bsee.gov/sites/bsee.gov/files/cox-mp-73-cf-27-jan-2022.pdf
gc-825-bp-26-jan-2022-52522,https://www.bsee.gov/sites/bsee.gov/files/gc-825-bp-26-jan-2022-52522.pdf
anadarko-eb-602-23-jan-2022,https://www.bsee.gov/sites/bsee.gov/files/anadarko-eb-602-23-jan-2022.pdf
gc-825-bp-23-jan-2022,https://www.bsee.gov/sites/bsee.gov/files/gc-825-bp-23-jan-2022.pdf
gc-389-12jan22,https://www.bsee.gov/sites/bsee.gov/files/gc-389-12jan22.pdf
fieldwood-energy-offshore-llc-wd-80-d-10-jan-2022,https://www.bsee.gov/sites/bsee.gov/files/reports//fieldwood-energy-offshore-llc-wd-80-d-10-jan-2022.pdf
ss2072_sanare_13-dec-2021,https://www.bsee.gov/sites/bsee.gov/files/2023-06/SS%2072_Sanare_13-DEC-2021.pdf
gb-426-shell-offshore-10-dec-2021,https://www.bsee.gov/sites/bsee.gov/files/gb-426-shell-offshore-10-dec-2021.pdf
ei-360-cox-operating-09-dec-2021,https://www.bsee.gov/sites/bsee.gov/files/ei-360-cox-operating-09-dec-2021.pdf
anadarko-mc-82-03-dec-2021,https://www.bsee.gov/sites/bsee.gov/files/reports//anadarko-mc-82-03-dec-2021.pdf
talos-vk-989-a-01-dec-2021,https://www.bsee.gov/sites/bsee.gov/files/reports//talos-vk-989-a-01-dec-2021.pdf
mc-437-a-shell-30-nov-2021,https://www.bsee.gov/sites/bsee.gov/files/mc-437-a-shell-30-nov-2021.pdf
wc-96-27nov21,https://www.bsee.gov/sites/bsee.gov/files/wc-96-27nov21.pdf
gb-426a-shell-offshore-23-nov-2021,https://www.bsee.gov/sites/bsee.gov/files/gb-426a-shell-offshore-23-nov-2021.pdf
murphy_20nov21_gc_338,https://www.bsee.gov/sites/bsee.gov/files/murphy_20.nov.21_gc_338.pdf
shell-mc-764-20-nov-2021,https://www.bsee.gov/sites/bsee.gov/files/shell-mc-764-20-nov-2021.pdf
gc-518-anadarko-nov-13-21,https://www.bsee.gov/sites/bsee.gov/files/gc-518-anadarko-nov-13-21.pdf
ac-857-shell-29-oct-21,https://doibsee.prod.acquia-sites.com/sites/bsee.gov/files/ac-857-shell-29-oct-21.pdf
gb-172-10oct21,https://www.bsee.gov/sites/bsee.gov/files/gb-172-10oct21.pdf
mp-64-sanare-energy-09-oct-2021,https://www.bsee.gov/sites/bsee.gov/files/mp-64-sanare-energy-09-oct-2021.pdf
wd30t-cox-operating-26-sep-2021,https://www.bsee.gov/sites/bsee.gov/files/wd30t-cox-operating-26-sep-2021.pdf
wd73d-cox-operating-25-sep-2021,https://www.bsee.gov/sites/bsee.gov/files/wd73d-cox-operating-25-sep-2021.pdf
pl-23-talos-energy-offshore-llc-23-sept-2021,https://www.bsee.gov/sites/bsee.gov/files/pl-23-talos-energy-offshore-llc-23-sept-2021.pdf
mp-42-l-cantium-llc-21-sept-2021,https://www.bsee.gov/sites/bsee.gov/files/mp-42-l-cantium-llc-21-sept-2021.pdf
mc-809-globetrotterii-shell-offshore-29-aug-2021,https://www.bsee.gov/sites/bsee.gov/files/mc-809-globetrotterii-shell-offshore-29-aug-2021.pdf
mc807b-shell-offshore-27-aug-2021,https://www.bsee.gov/sites/bsee.gov/files/mc807b-shell-offshore-27-aug-2021.pdf
gi-43ac-gom-shelf-18-aug-2021,https://www.bsee.gov/sites/bsee.gov/files/gi-43ac-gom-shelf-18-aug-2021.pdf
vr331-talos-ert-07-aug-2021,https://www.bsee.gov/sites/bsee.gov/files/vr331-talos-ert-07-aug-2021.pdf
pl-23-talos-energy-offshore-llc-01-aug-2021,https://www.bsee.gov/sites/bsee.gov/files/pl-23-talos-energy-offshore-llc-01-aug-2021.pdf
ac25-18july2021-exonmobil,https://www.bsee.gov/sites/bsee.gov/files/ac25-18july2021-exonmobil.pdf
ac815-17july2021-shell,https://www.bsee.gov/sites/bsee.gov/files/ac815-17july2021-shell.pdf
mc773-eni-us-operating-10-jul-2021,https://www.bsee.gov/sites/bsee.gov/files/mc773-eni-us-operating-10-jul-2021.pdf
mc807b-shell-offshore-25-jun-2021,https://www.bsee.gov/sites/bsee.gov/files/mc807b-shell-offshore-25-jun-2021.pdf
mp140b-fieldwood-energy-09-jun-2021,https://www.bsee.gov/sites/bsee.gov/files/mp140b-fieldwood-energy-09-jun-2021.pdf
mc-474a-bp-exploration-07-jun-2021,https://www.bsee.gov/sites/bsee.gov/files/mc-474a-bp-exploration-07-jun-2021.pdf
mc778-bp-exploration-07-jun-2021,https://www.bsee.gov/sites/bsee.gov/files/mc778-bp-exploration-07-jun-2021.pdf
gc-281-talos-04-june-2021,https://www.bsee.gov/sites/bsee.gov/files/gc-281-talos-04-june-2021.pdf
mc773-eni-us-operating-29-may-2021,https://www.bsee.gov/sites/bsee.gov/files/mc773-eni-us-operating-29-may-2021.pdf
mc-773-eni-us-operating-27-may-2021,https://www.bsee.gov/sites/bsee.gov/files/mc-773-eni-us-operating-27-may-2021.pdf
ba133-25may2021-gom-shelf-llc,https://www.bsee.gov/sites/bsee.gov/files/ba133-25may2021-gom-shelf-llc.pdf
mp-283-wt-offshore-08-may-2021,https://www.bsee.gov/sites/bsee.gov/files/mp-283-wt-offshore-08-may-2021.pdf
st-100-talos-07-may-21,https://www.bsee.gov/sites/bsee.gov/files/st-100-talos-07-may-21.pdf
mc-778-bp-exploration-06-may-2021,https://www.bsee.gov/sites/bsee.gov/files/mc-778-bp-exploration-06-may-2021.pdf
st-26-cox-02-may-21,https://www.bsee.gov/sites/bsee.gov/files/st-26-cox-02-may-21.pdf
ac857-shell-26-apr-2021,https://www.bsee.gov/sites/bsee.gov/files/ac857-shell-26-apr-2021.pdf
mp-41ca-cantium-24-apr-2021,https://www.bsee.gov/sites/bsee.gov/files/mp-41ca-cantium-24-apr-2021.pdf
mc-437-shell-offshore-17-apr-2021,https://www.bsee.gov/sites/bsee.gov/files/mc-437-shell-offshore-17-apr-2021.pdf
gb-426-shell-03-apr-2021,https://www.bsee.gov/sites/bsee.gov/files/gb-426-shell-03-apr-2021.pdf
vk-900a-cox-operating-28-mar-2021,https://www.bsee.gov/sites/bsee.gov/files/vk-900a-cox-operating-28-mar-2021.pdf
gb-962-28mar21,https://www.bsee.gov/sites/bsee.gov/files/gb-962-28mar21.pdf
ei-360c-cox-operating-16-mar-2021,https://www.bsee.gov/sites/bsee.gov/files/ei-360c-cox-operating-16-mar-2021.pdf
cox-st-26-d-14-mar-2021-revised,https://www.bsee.gov/sites/bsee.gov/files/cox-st-26-d-14-mar-2021-revised.pdf
wr-508-shell-27-feb-21,https://www.bsee.gov/sites/bsee.gov/files/wr-508-shell-27-feb-21.pdf
gc-645-anadarko-14-feb-2021,https://www.bsee.gov/sites/bsee.gov/files/gc-645-anadarko-14-feb-2021.pdf
ei-360e-cox-operating-12-feb-2021,https://www.bsee.gov/sites/bsee.gov/files/ei-360e-cox-operating-12-feb-2021.pdf
gb-260-hess-4-feb-2021,https://www.bsee.gov/sites/bsee.gov/files/gb-260-hess-4-feb-2021.pdf
gc-645-anadarko-03-feb-2021,https://www.bsee.gov/sites/bsee.gov/files/gc-645-anadarko-03-feb-2021.pdf
gc-821-bp-27-feb-2021,https://www.bsee.gov/sites/bsee.gov/files/gc-821-bp-27-feb-2021.pdf
gc-743-bp-15-jan-2021,https://www.bsee.gov/sites/bsee.gov/files/gc-743-bp-15-jan-2021.pdf
mc-809-shell-offshore-13-jan-2021,https://www.bsee.gov/sites/bsee.gov/files/mc-809-shell-offshore-13-jan-2021.pdf
gb-427-shell-offshore-10-jan-2021,https://www.bsee.gov/sites/bsee.gov/files/gb-427-shell-offshore-10-jan-2021.pdf
wd-30p-cox-operating-09-jan-2021,https://www.bsee.gov/sites/bsee.gov/files/wd-30p-cox-operating-09-jan-2021.pdf
mc-727-kosmos-energy-09-jan-2021,https://www.bsee.gov/sites/bsee.gov/files/mc-727-kosmos-energy-09-jan-2021.pdf
sm149-c-fieldwood-07-jan-2021,https://www.bsee.gov/sites/bsee.gov/files/sm149-c-fieldwood-07-jan-2021.pdf
sp-83-arena-offshore-07-jan-2021,https://www.bsee.gov/sites/bsee.gov/files/sp-83-arena-offshore-07-jan-2021.pdf
